AVGDPD0_EVER;CNTGOODPOS;CNTUNIQUEPHONES;FIRSTADATENOTRD;CNTUNSUCCESSFULWEEKS24M;INSTALMENTCNTPAIDINTIME;AVGDPD0_36M;NUMINSTTOPAYGR;TEXTLASTRISKPRODCOMBINATION;PARTEPCOUNT;AVGDPD0_12M;CODEPAIDOFFAFTERDPD;NUMREJECTS9M;LASTFULLEPDATE
;2;1;4848;0;39;0;0;0.023198651;;;0;0;
1;1;1;2805;1;114;0.0317460317460317;36;0.020120724;;0;0;1;
;0;1;1052;1;28;0;0;0.023198651;;;0;0;
;0;1;3259;0;53;0;0;0.020120724;;;0;0;554
0;0;1;4792;0;18;0;0;0.023198651;;0;0;2;3096
;0;1;355;0;11;0;1;0.023198651;;0;0;0;
;3;1;5736;2;36;10.9230769230769;0;0.023198651;;;0;1;
0;0;1;222;2;7;0;11;0.023198651;;0;0;5;
;1;1;3725;0;27;0;0;0.023198651;1;;0;0;3509
;1;0;1702;0;9;;0;0.023198651;;;0;0;1432
;0;1;192;0;6;0;12;0.023198651;;0;0;0;
0.0294117647058824;2;1;3074;1;34;0;16;0.031356486;;0;0;0;3013
;0;1;2232;1;25;0;0;0.020120724;;0;0;1;234
;0;1;2184;2;12;0;0;0.023198651;2;0;0;2;1702
;0;1;5126;2;20;6.23529411764706;0;0.023198651;;;0;2;2897
;8;1;3116;1;105;0;0;0.023198651;;0;0;1;284
0;0;1;1409;1;39;0;24;0.023198651;7;0;0;1;179
;2;1;4354;1;42;0;0;0.031356486;1;;0;0;1059
0.0609756097560976;3;1;4742;0;81;0;3;0.023198651;;0;0;0;2442
;0;0;569;0;17;0;0;0.023198651;;0;0;0;27
0;0;1;2771;2;59;0;31;0.020120724;1;0;0;1;
;0;1;2853;1;22;;0;0.023198651;;;0;1;1977
;1;0;56;0;0;0;0;0.023198651;;0;0;0;
;0;1;380;1;13;0.466666666666667;21;0.031356486;;0.466666666666667;0;1;
;2;0;1466;9;26;0.210526315789474;0;0.031356486;1;0.666666666666667;0;8;139
0;1;1;263;1;8;0;28;0.023198651;;0;0;2;
;0;1;349;0;6;0;0;0.023198651;3;0;0;0;160
0;1;2;1249;1;44;0;2;0.020120724;1;0;0;2;678
0.615384615384615;2;1;1180;0;13;0.310344827586207;0;0.023198651;2;0.75;0;0;635
;1;1;1587;4;42;0.0277777777777778;0;0.031356486;;0;0;5;130
;1;1;4022;1;13;0;0;0.023198651;;0;0;0;324
0.027027027027027;0;1;1172;0;36;0.0277777777777778;11;0.020120724;1;0.0833333333333333;0;0;
;0;0;1719;9;37;0;0;0.020120724;;;0;2;582
0.0555555555555556;1;0;702;1;18;0;7;0.023198651;3;0;0;1;94
1.72033898305085;0;1;4864;0;59;3.31372549019608;15;0.023198651;;7.04761904761905;0;0;2858
;3;0;5114;3;61;0.666666666666667;0;0.020120724;1;0;0;5;2696
0;0;2;2791;0;15;0;3;0.023198651;9;0;0;0;2550
0;1;1;2579;1;48;0;21;0.020120724;4;0;0;0;2305
0;0;1;1387;1;4;0;0;0.023198651;;0;0;0;1263
0.162162162162162;4;1;5986;0;66;0;9;0.023198651;;0;0;0;904
0;1;1;545;1;14;0;16;0.023198651;;0;0;0;
1.33333333333333;1;1;3451;2;71;0.0612244897959184;17;0.020120724;;0;0;0;3270
;3;1;2634;1;25;0;0;0.031356486;;;0;0;620
;2;0;4864;0;21;;0;0.023198651;;;0;0;4249
0.0714285714285714;1;1;2891;0;126;0.0212765957446809;52;0.023198651;7;0.0769230769230769;0;0;
0.0185185185185185;1;1;1213;0;40;0.0196078431372549;28;0.023198651;15;0.04;0;0;246
;2;1;2949;0;33;;0;0.020120724;;;0;0;1974
0;2;1;1911;0;29;0;0;0.023198651;2;0;0;0;1437
;0;0;43;0;1;0;23;0.023198651;;0;0;0;
;1;1;1500;0;22;0;0;0.020120724;;;0;0;584
2.75;1;1;3729;0;35;0;50;0.023198651;1;0;0;0;500
0.472222222222222;2;1;4410;3;48;1.23809523809524;44;0.023198651;;1.47058823529412;0;3;2442
0.266666666666667;11;0;930;18;25;0.3;9;0.023198651;;0.571428571428571;0;39;241
0;3;1;5297;0;7;0;0;0.023198651;2;0;0;0;337
0;1;1;3581;3;60;0;45;0.020120724;1;0;0;1;1208
0;1;1;1587;6;32;0;0;0.031356486;1;0;0;5;35
3.94117647058824;1;1;287;3;10;4.05882352941176;31;0.023198651;;4.05882352941176;0;3;
;0;1;3341;0;23;0;0;0.023198651;;;0;0;853
0.764705882352941;0;1;2792;5;38;1.62857142857143;17;0.023198651;;0.636363636363636;0;9;2235
3.33333333333333;0;1;2499;2;56;0.5;8;0.023198651;1;0.692307692307692;0;2;219
;0;1;;0;0;;0;0.023198651;;;0;0;
0.075;2;1;3066;3;39;0;100;0.023198651;;0;0;1;1300
3.38888888888889;1;1;4640;0;98;0.588235294117647;30;0.020120724;2;2.5;0;0;1049
5;0;1;663;1;19;0.909090909090909;11;0.023198651;;1.66666666666667;0;0;376
4;0;1;3961;3;49;0.581395348837209;67;0.023198651;5;0.533333333333333;0;5;464
0.0975609756097561;1;1;5649;1;125;0;34;0.023198651;3;0;0;0;800
;0;0;3296;0;28;;0;0.026860354;;;0;0;
;3;1;1203;0;39;0;0;0.023198651;1;0;2;0;129
;0;0;5158;0;10;;0;0.023198651;;;0;0;
;2;0;3578;1;103;0.773584905660377;0;0.023198651;1;1.16666666666667;0;0;70
0.153846153846154;0;1;2097;4;5;0.181818181818182;21;0.023198651;1;0.181818181818182;0;6;1552
;1;1;2487;0;29;0.388888888888889;0;0.023198651;4;0.333333333333333;0;0;1969
;0;0;3799;1;28;;0;0.031356486;;;0;0;2681
0;0;1;5304;0;49;0;39;0.020120724;;0;0;0;2295
0.0487804878048781;0;1;3092;0;33;0.0384615384615385;64;0.023198651;2;0;0;0;551
0.02;0;1;5654;0;50;0;0;0.020120724;;0;0;0;4589
;0;0;977;1;7;0;0;0.023198651;2;;0;0;669
;;;4701;0;36;;0;0.026860354;;;;0;
;2;0;;0;0;0;0;0.023198651;;0;0;0;
0;3;1;4724;2;156;0;48;0.023198651;1;0;0;1;372
;0;1;646;0;3;0;0;0.023198651;;0;0;0;141
;2;1;4339;1;31;0.103448275862069;0;0.023198651;;0;0;1;410
1.22222222222222;0;1;4761;0;52;0;0;0.023198651;;0;0;0;2982
0;1;1;3572;1;66;0;39;0.023198651;15;0;0;0;1933
;2;0;5343;0;19;;0;0.023198651;;;0;0;2240
;0;0;3803;1;16;;0;0.031356486;;;0;0;1297
0.230769230769231;0;2;3356;0;136;0.0422535211267606;25;0.020120724;;0;0;0;1110
;0;1;237;0;7;0;17;0.023198651;;0;0;0;
0.15;3;1;5502;1;41;0;0;0.023198651;7;0;0;1;676
9.33333333333333;0;0;666;7;12;9.38095238095238;4;0.023198651;;16.4166666666667;0;1;
;5;1;4752;5;91;0;0;0.023198651;;;0;3;929
0;1;1;2838;2;34;0;51;0.023198651;2;0;0;3;1777
;0;1;2866;2;24;0;0;0.023198651;;0;0;1;
;0;1;4484;1;7;0;0;0.023198651;;0;0;1;332
;2;1;5775;0;24;;0;0.023198651;;;0;0;3355
0;0;0;1339;0;1;0;0;0.023198651;;0;0;0;181
0.947826086956522;0;0;2256;12;39;1.39622641509434;83;0.023198651;2;0;0;3;999
0;0;1;1705;0;32;0;24;0.023198651;;0;0;0;397
0;4;0;2229;45;48;0;40;0.023198651;6;0;0;29;249
;;;4266;0;19;;0;0.026860354;;;;0;4055
2.66666666666667;0;1;5028;5;108;0.0181818181818182;76;0.020120724;1;0.0416666666666667;0;2;919
0.1875;1;2;5480;0;31;0;35;0.020120724;;0;0;0;1980
;1;1;4437;0;28;0;0;0.023198651;;;0;0;903
0;1;1;5600;2;60;0;29;0.023198651;16;0;0;2;1407
0.246478873239437;2;1;4940;3;139;0;20;0.023198651;15;0;0;2;109
4.7;1;1;4765;0;56;2.31034482758621;7;0.020120724;;3.66666666666667;0;0;2848
;0;1;3151;1;6;0;0;0.023198651;;;0;0;408
0.5;0;1;5170;0;27;0;48;0.023198651;;0;0;0;2504
0;1;1;1050;4;9;0;55;0.023198651;;0;0;3;241
;;;2653;0;22;;0;0.031356486;;;;0;
0.0683229813664596;1;1;5759;1;91;0.0263157894736842;46;0.023198651;4;0.0384615384615385;0;8;83
;0;1;2289;0;27;0;0;0.026860354;;;0;0;863
0;1;1;1402;1;40;0;44;0.020120724;;0;0;0;
;0;0;5685;0;36;;0;0.023198651;;;0;0;3410
;3;1;135;0;2;1.25;6;0.023198651;;1.25;0;0;
0.0142857142857143;2;1;3064;0;69;0;52;0.023198651;2;0;0;0;272
;0;0;1136;0;5;0.9;0;0.023198651;;;0;0;
;;;878;10;27;0;0;0.023198651;4;0;;5;258
0.141509433962264;0;1;3489;0;100;0.027027027027027;20;0.020120724;1;0;0;0;
;;;1513;0;2;;0;0.031356486;;;;0;
0.0434782608695652;0;1;1280;2;23;0;41;0.023198651;;0;0;2;1156
0.166666666666667;0;0;4811;0;5;;36;0.023198651;;;0;0;
3.28571428571429;0;1;3538;0;35;0.523809523809524;3;0.023198651;1;0;0;0;1511
1.08333333333333;0;1;4200;1;71;0;26;0.023198651;2;0;0;9;770
;0;0;2943;0;9;;0;0.023198651;;;0;0;2671
;0;1;2677;0;54;0;0;0.020120724;;;0;0;610
0.0857142857142857;1;1;5593;0;109;0.217391304347826;69;0.020120724;2;0.833333333333333;0;0;423
2.8;1;3;741;0;13;0.888888888888889;0;0.023198651;1;0.916666666666667;0;0;544
;2;1;3236;0;11;0;0;0.023198651;;0;0;0;272
0;0;1;846;3;9;0;0;0.031356486;;0;0;0;14
;0;1;941;0;11;0;0;0.023198651;2;;0;0;587
0;0;1;2647;1;81;0;47;0.023198651;;0;0;2;55
0.0649350649350649;2;1;5578;0;75;0;72;0.023198651;1;0;0;0;2250
9.60606060606061;0;1;2252;1;5;2.61111111111111;0;0.023198651;;2.58333333333333;3;0;
7.6;3;0;2762;5;37;0.736842105263158;1;0.023198651;1;1.3;0;7;2194
0;1;2;3162;3;24;0;12;0.023198651;;0;0;3;1218
;0;1;1593;2;6;;0;0.023198651;;;0;4;1407
;3;1;4500;5;49;0;0;0.023198651;;0;0;2;2895
0;1;0;746;1;13;0;6;0.023198651;6;0;0;0;619
1;1;0;5179;0;41;0.25;8;0.020120724;;0.333333333333333;0;0;2838
0;0;1;488;0;26;0;46;0.023198651;;0;0;0;
0.5;1;0;691;2;29;0.0645161290322581;11;0.023198651;;0;0;1;
;0;1;1805;0;5;;0;0.031356486;;;0;0;1652
0.0655737704918033;0;1;3216;6;116;0.0377358490566038;107;0.023198651;1;0.0769230769230769;0;4;233
;0;0;4255;0;39;;0;0.023198651;;;0;0;2066
0.9;0;1;4602;0;78;0.208333333333333;23;0.023198651;;0;0;0;3208
2.44444444444444;0;1;2416;2;45;0.244444444444444;67;0.023198651;1;0;0;1;118
;0;1;1124;0;19;0;0;0.023198651;;0;0;0;189
;1;0;1440;5;41;0.282051282051282;0;0.023198651;1;0;0;1;139
3.16666666666667;0;2;3130;0;19;0.92;0;0.023198651;1;1.61538461538462;0;0;361
0.0555555555555556;2;1;4732;1;42;0.125;0;0.023198651;;0.333333333333333;0;0;4491
;7;1;3102;0;36;0;0;0.023198651;1;0;0;0;331
3.76470588235294;1;2;3786;1;82;0.0681818181818182;71;0.020120724;4;0.25;0;0;406
2.5;1;2;2676;5;77;0.447368421052632;40;0.020120724;;0.0833333333333333;0;4;579
0;3;1;1344;4;47;0;15;0.020120724;6;0;0;2;763
;2;1;2557;0;27;0;0;0.023198651;;0;0;0;1313
0.330769230769231;5;1;4520;2;117;0.264705882352941;47;0.023198651;1;0;0;0;408
0.214285714285714;0;1;1143;0;4;0.0857142857142857;118;0.023198651;;0;0;0;1008
0;0;1;5682;0;24;0;10;0.023198651;4;0;0;0;
;0;0;2401;0;2;;0;0.031356486;;;0;0;2340
4.33333333333333;0;1;1627;0;47;0.590909090909091;13;0.023198651;;1.18181818181818;0;0;
;2;0;5168;0;9;;0;0.031356486;;;0;0;2365
;1;0;911;0;6;0;0;0.023198651;2;;0;0;
0;0;1;1623;0;45;0;32;0.023198651;;0;0;0;1282
;;;5043;7;8;1.6;0;0.023198651;;;;1;622
0;0;0;1776;0;15;0;3;0.023198651;;0;0;0;1351
0.12;0;1;895;4;22;0.12;50;0.023198651;2;0;0;5;311
0.481865284974093;2;0;4143;10;82;0.0327868852459016;0;0.020120724;1;0.0555555555555556;0;7;1123
;;;3629;0;25;;0;0.023198651;;;;0;2235
0;0;1;362;0;11;0;37;0.023198651;7;0;0;0;
;1;0;3540;0;26;;0;0.031356486;;;0;0;1746
0.25;1;1;1311;0;11;0;0;0.023198651;;0;0;0;
0.162162162162162;0;1;3897;1;33;0;5;0.023198651;;0;0;1;
;0;1;3689;5;10;0;0;0.023198651;;0;0;4;438
0;2;1;2798;0;37;0;55;0.023198651;;0;0;0;335
0;0;1;807;1;27;0;57;0.023198651;1;0;0;1;70
;0;1;441;0;17;0;0;0.023198651;12;0;0;0;21
;0;1;377;0;12;0;0;0.023198651;;0;0;0;
;0;1;3761;1;40;0;0;0.020120724;1;;0;0;389
0;2;1;3409;1;76;0;25;0.023198651;2;0;0;0;222
0.268292682926829;2;1;1340;1;34;0.0285714285714286;0;0.023198651;9;0;0;1;55
;;;4871;0;12;;0;0.026860354;;;;0;
0.5;0;1;698;1;21;0.0454545454545455;2;0.023198651;;0.0833333333333333;0;1;
1.75;1;2;4074;5;229;0.0263157894736842;62;0.023198651;2;0;0;1;78
;0;1;4403;0;10;0;0;0.023198651;;0;0;0;252
;0;1;1262;7;17;0;0;0.020120724;3;;0;0;487
0;1;1;1449;2;32;0;51;0.023198651;;0;0;0;303
;;;3039;1;18;0;0;0.026860354;;;;3;
;0;1;392;0;9;0.1;0;0.023198651;;0.1;0;0;
;2;1;4946;1;27;0.222222222222222;0;0.023198651;;0.4;0;0;252
0.904761904761905;0;1;3749;2;18;0;17;0.023198651;;0;0;1;1807
0;1;1;1008;4;86;0;155;0.023198651;1;0;0;1;273
;2;1;2625;0;19;0;0;0.020120724;;;0;2;660
0.159340659340659;0;1;4472;1;165;0.173913043478261;97;0.020120724;1;0.25;0;1;547
;1;0;1836;0;36;0.894736842105263;0;0.023198651;4;;0;0;567
;;;3746;0;5;;0;0.023198651;;;;0;3575
0;4;1;3839;3;121;0;25;0.023198651;35;0;0;2;37
0.0921985815602837;0;1;4731;1;75;0;41;0.020120724;3;0;0;1;1018
0.25;2;1;4514;0;71;0;0;0.023198651;4;0;0;0;1338
;0;0;1152;0;3;0;0;0.023198651;;;0;0;1059
;0;1;3106;9;34;0;0;0.023198651;6;0;0;0;212
;;;5015;0;49;0;0;0.023198651;1;0;;0;1474
0;5;1;3260;10;49;0;55;0.023198651;;0;0;11;11
;0;0;1450;0;4;;0;0.031356486;;;0;0;1321
;;;5619;0;22;0;0;0.026860354;;;;0;
0;0;1;2058;1;38;0;19;0.020120724;;0;0;0;1428
;0;0;1876;0;11;;0;0.026860354;1;;0;0;1546
0;0;1;807;1;27;0;57;0.023198651;1;0;0;1;70
2.875;0;0;;6;0;2.5;0;0.023198651;;2.5;0;6;
5.16666666666667;0;1;953;0;26;1.02941176470588;36;0.023198651;;0.416666666666667;0;0;
;0;1;573;0;10;0;0;0.023198651;8;0;0;0;244
;2;0;802;15;12;0;0;0.023198651;1;0;0;9;334
0;5;0;167;14;4;0;44;0.023198651;;0;0;31;
;3;1;1390;0;12;0;0;0.023198651;11;0;0;0;96
0;0;1;1064;1;34;0;2;0.023198651;;0;0;0;
0.185185185185185;2;1;1882;4;26;0;6;0.031356486;;0;0;1;1546
0.0507246376811594;2;1;4784;1;108;0;25;0.023198651;1;0;0;0;375
9.28571428571429;1;0;4596;2;18;0.375;4;0.023198651;;0.375;1;1;4440
0;1;1;1092;0;19;0;14;0.023198651;;0;0;0;820
;2;1;4533;3;45;0.0833333333333333;0;0.020120724;;;0;2;765
0.0263157894736842;1;1;4539;0;38;0;30;0.023198651;;0;0;0;4388
0;2;1;4189;1;59;0;15;0.020120724;;0;0;0;320
;0;1;124;1;2;0.666666666666667;21;0.023198651;;0.666666666666667;0;1;
;;;5549;1;14;;0;0.023198651;;;;2;
;2;2;4147;0;90;0.605263157894737;8;0.031356486;5;0.428571428571429;0;0;2067
0.0078125;0;1;3851;0;127;0;23;0.020120724;2;0;0;0;778
;;;2171;0;6;;0;0.023198651;;;;0;
;0;1;694;0;11;0.0833333333333333;0;0.031356486;;0.5;0;0;
0.00961538461538462;1;1;3514;4;104;0;88;0.023198651;1;0;0;6;285
;;;2637;0;34;;0;0.023198651;;;;0;1802
;0;0;5707;0;11;0;0;0.023198651;;;0;0;1067
0;4;1;3588;3;79;0;19;0.020120724;;0;0;3;396
;1;0;2324;0;5;;0;0.023198651;2;;0;0;2173
;0;0;102;0;3;0;21;0.023198651;;0;0;0;
;2;0;5263;0;34;;0;0.023198651;;;0;0;1620
;0;0;150;1;4;0;8;0.023198651;;0;0;0;
0;1;2;909;3;20;0;25;0.023198651;2;0;0;2;630
0.166666666666667;0;1;745;1;6;0;6;0.023198651;1;0;0;1;683
;0;1;5860;1;40;0;0;0.031356486;;0;0;2;
;0;0;1930;0;0;;0;0.026860354;;;2;0;1925
;3;1;5239;0;94;;0;0.023198651;;;0;0;5011
;0;0;2554;0;5;;0;0.026860354;;;0;0;
;;;4887;0;5;;0;0.026860354;;;;0;
;0;0;3368;0;12;;0;0.023198651;;;0;0;
;0;1;;0;0;0;0;0.023198651;;;0;0;
;1;0;1212;2;7;0;0;0.020120724;;;0;1;816
;3;1;2935;0;29;0.0714285714285714;0;0.023198651;3;0;0;0;194
;2;0;1776;0;6;;0;0.031356486;;;0;0;
0;5;1;1570;0;25;0;1;0.023198651;;0;0;0;
;0;0;4958;0;22;;0;0.026860354;;;0;0;
;0;1;3097;7;45;0.333333333333333;0;0.031356486;4;0;0;2;333
0.0434782608695652;0;1;781;0;22;0.0434782608695652;110;0.023198651;;0.0434782608695652;0;0;25
;1;1;79;0;1;0.5;10;0.023198651;;0.5;0;0;
0.181818181818182;3;0;3024;0;20;0;32;0.023198651;;0;0;0;2842
0;5;1;1254;2;49;0;14;0.023198651;;0;0;3;
3.33333333333333;1;1;1767;2;14;0.428571428571429;17;0.023198651;;0.428571428571429;0;0;1485
;1;0;539;0;9;0;0;0.026860354;;0;0;0;260
;0;2;1733;0;16;;0;0.026860354;;;0;0;
;1;0;3495;3;29;2.36111111111111;0;0.023198651;;0.416666666666667;0;1;1980
5.38461538461539;0;1;3586;2;81;0.348837209302326;65;0.023198651;2;0;0;2;2923
;1;1;433;0;12;0;0;0.023198651;;0;0;0;
;;;1578;0;15;1.25;0;0.023198651;;2.18181818181818;;0;
;0;1;2388;0;12;0;0;0.031356486;;;0;0;492
1;0;1;4657;0;59;0;79;0.020120724;;0;0;0;
0;4;1;5609;0;66;0;9;0.023198651;;0;0;0;505
1.81481481481481;0;1;834;1;18;1.77777777777778;33;0.023198651;;3.75;0;0;
0.363636363636364;2;0;1451;18;23;0.382352941176471;84;0.023198651;;0.481481481481481;0;42;52
;0;0;1715;0;3;;0;0.031356486;;;0;0;1589
0;0;1;3869;0;130;0;37;0.023198651;2;0;0;0;296
0;0;1;1301;5;42;0;29;0.023198651;;0;0;3;220
8.37735849056604;0;0;4942;2;27;23.8125;21;0.020120724;;29.4166666666667;0;1;1677
;0;0;4281;1;23;;0;0.031356486;;;0;0;4010
0;1;2;1931;0;41;0;48;0.023198651;3;0;0;0;337
;0;0;238;0;6;0;18;0.023198651;;0;0;0;
11.5;1;1;618;0;18;1.21052631578947;5;0.023198651;;1.91666666666667;0;0;
0.394366197183099;2;1;5983;1;41;0;40;0.023198651;;0;0;1;1420
;0;1;573;3;4;0;0;0.023198651;;0;0;3;66
0;3;1;4435;0;91;0;11;0.023198651;;0;0;0;386
0.166666666666667;1;0;631;4;21;0;49;0.023198651;1;0;0;4;321
1.25;0;1;4486;1;104;0.212765957446809;42;0.020120724;;0.818181818181818;0;0;535
0;2;1;3779;0;40;0;9;0.023198651;25;0;0;0;477
;0;1;654;0;5;0;0;0.023198651;;;0;0;496
;1;1;2596;0;21;;0;0.023198651;;;0;0;2164
0;1;1;4047;6;133;0;71;0.023198651;6;0;0;4;456
0.947826086956522;0;0;2256;12;39;1.39622641509434;83;0.023198651;2;0;0;3;999
;3;1;2384;2;27;1.4;0;0.023198651;3;;0;0;633
;4;0;3107;2;24;;0;0.023198651;;;0;0;2836
;0;0;1943;0;6;;0;0.031356486;;;0;0;
;0;0;4384;0;8;;0;0.031356486;;;0;0;
;1;1;3521;0;57;0;0;0.023198651;;0;0;0;953
0.0689655172413793;2;1;2760;1;27;0;2;0.023198651;;0;0;0;2188
;1;1;4650;2;80;0;0;0.023198651;41;0;0;0;30
;1;0;1027;1;2;0;10;0.023198651;;0;0;1;
;0;1;4047;0;38;0;0;0.023198651;;0;0;1;362
0.5;0;2;3581;1;108;0.0666666666666667;84;0.023198651;15;0.111111111111111;0;0;884
;1;1;2344;0;28;;0;0.023198651;;;0;0;2221
;2;1;1444;0;23;0;0;0.023198651;;0;0;0;
0;1;1;1800;1;21;0;6;0.031356486;;0;0;1;1161
0.111111111111111;1;1;5966;0;68;0;18;0.023198651;2;0;0;0;844
2.33333333333333;1;1;4526;1;76;0.671052631578947;61;0.023198651;3;1.1;0;1;1406
;1;2;5567;0;114;0;0;0.020120724;5;;0;0;856
0;0;1;657;7;11;0;0;0.023198651;5;0;0;1;212
3.4;3;1;5137;2;84;0.157894736842105;34;0.020120724;;0.0833333333333333;0;1;
;0;0;166;0;4;0;8;0.023198651;;0;0;0;
0;0;1;678;1;23;0;26;0.023198651;9;0;0;1;189
2.1;0;1;5949;0;87;0;26;0.023198651;;0;0;0;323
0;2;1;1406;0;34;0;27;0.023198651;4;0;0;0;540
0;0;1;420;0;14;0;58;0.023198651;;0;0;0;54
;4;1;256;0;8;0;4;0.023198651;;0;0;0;
0.391304347826087;1;1;1333;0;20;0.529411764705882;25;0.023198651;1;0.363636363636364;0;0;
0;0;1;4414;0;20;0;6;0.023198651;;0;0;0;
0;0;1;529;0;20;0;26;0.023198651;;0;0;0;
;;;5362;0;5;;0;0.023198651;;;;0;
1.35294117647059;1;0;4147;2;35;0;0;0.023198651;;0;0;1;8
;2;2;4437;6;29;0;0;0.023198651;;0;0;1;216
0.105263157894737;1;1;4653;0;148;0;62;0.020120724;1;0;0;0;1054
;4;1;2620;1;8;;0;0.026860354;1;;0;4;1414
0;3;0;2412;0;28;0;8;0.023198651;;0;0;0;647
;0;1;316;1;8;0;0;0.023198651;2;0;0;0;91
0.0843373493975904;0;0;5613;2;58;0.0535714285714286;0;0.023198651;;0;0;2;35
;0;1;3128;1;10;;0;0.026860354;;;0;0;2159
;;;367;3;9;0;0;0.023198651;;0;;4;56
1.66666666666667;3;2;4557;1;96;0;48;0.023198651;2;0;0;0;
;2;1;3542;1;42;0;7;0.023198651;1;0;0;1;2467
;0;0;3433;0;35;;0;0.023198651;;;0;0;2772
0;1;1;1143;1;41;0;1;0.026860354;;0;0;0;957
;0;1;1201;1;20;0.2;0;0.023198651;1;;0;1;374
0;0;0;823;0;4;0;57;0.023198651;;0;0;0;807
;0;0;951;0;11;0;0;0.026860354;;;0;0;608
0;0;0;1327;1;36;0;0;0.023198651;;0;0;1;15
;0;1;691;1;17;0;0;0.023198651;4;0;0;1;164
0.5;0;1;132;0;4;0;32;0.023198651;;0;0;0;
2.39285714285714;0;1;3660;9;6;2.55172413793103;0;0.023198651;;0;0;2;
0.157894736842105;0;1;1955;0;32;0.172413793103448;55;0.023198651;;0.19047619047619;0;0;1319
;1;1;3340;0;14;0;0;0.023198651;;;0;0;
2.5;0;1;3779;0;43;0;0;0.023198651;;0;0;2;1979
;2;1;4305;0;28;;0;0.023198651;;;0;0;1811
;2;0;4420;3;30;;0;0.026860354;;;0;1;2429
0;0;2;1074;0;11;0;0;0.023198651;;0;0;0;733
;0;1;788;0;12;0;0;0.023198651;;;0;0;
;2;1;488;0;12;0;11;0.023198651;;0;0;0;
2.6;0;1;1852;1;28;0.0526315789473684;8;0.023198651;1;0;0;0;
;1;1;1246;5;15;0.285714285714286;0;0.023198651;;;0;3;
1.42708333333333;1;1;4012;1;65;0;0;0.023198651;15;0;0;0;6
0.5;0;1;1866;0;13;0;8;0.031356486;;0;0;0;
;0;0;3688;1;3;;0;0.031356486;;;0;0;
;1;0;4475;1;12;;0;0.031356486;;;0;1;3947
0.1875;1;2;5480;0;31;0;35;0.020120724;;0;0;0;1980
;0;0;4365;0;19;;0;0.026860354;5;;0;0;1637
;4;1;5384;1;63;;0;0.023198651;;;0;0;2744
;0;1;112;1;3;0;9;0.023198651;;0;0;0;
;0;1;3785;0;10;;0;0.026860354;;;0;0;
;0;0;4850;1;26;;0;0.031356486;;;0;0;3939
;2;1;712;0;13;0.214285714285714;0;0.023198651;;0;0;0;193
;1;1;5153;0;83;;0;0.023198651;;;0;0;3576
25.3333333333333;2;1;5791;0;31;0.04;25;0.023198651;;0;0;0;
;2;0;44;0;1;0;23;0.023198651;;0;0;0;
;1;1;4517;2;38;0;0;0.023198651;;0;0;2;4391
9;1;1;4435;0;96;0;12;0.023198651;1;0;0;0;2429
0.72;2;1;4701;2;46;0;49;0.023198651;;0;0;2;612
0.5;1;1;3533;2;64;0.0303030303030303;27;0.020120724;2;0.0833333333333333;0;0;1588
;0;1;904;2;43;0.0895522388059701;143;0.023198651;;0.181818181818182;0;3;176
;2;1;1760;0;18;0.166666666666667;0;0.020120724;;;0;0;568
4;1;1;5620;1;38;0;30;0.023198651;;0;0;1;2305
0;2;1;3135;0;17;0;0;0.023198651;;0;0;0;42
;2;1;1955;1;32;0;0;0.031356486;2;0;0;0;769
;;;4319;1;10;;0;0.031356486;;;;0;
0;3;1;2195;1;10;0;12;0.023198651;1;0;0;1;2074
;0;1;93;2;2;0;10;0.023198651;;0;0;1;
0.354838709677419;1;1;1272;2;27;0.407407407407407;16;0.023198651;;0;0;2;1117
0.0483870967741936;2;1;3519;1;59;0;14;0.023198651;6;0;0;1;84
;3;1;5031;0;67;0;0;0.026860354;;0;0;0;343
;;;4486;1;12;;0;0.026860354;;;;2;2197
0;0;1;241;1;7;0;41;0.023198651;;0;0;0;
3;2;1;5178;3;34;0;27;0.023198651;;0;0;1;147
;1;1;1660;1;34;0;0;0.023198651;;0;0;1;
0.0714285714285714;1;1;3573;4;89;0;7;0.023198651;1;0;0;2;26
0.5;0;1;4469;0;61;0;7;0.023198651;;0;0;0;2429
;0;1;534;1;9;0;1;0.023198651;;0;0;1;
;;;1887;0;24;;0;0.023198651;;;;0;
;0;1;4571;0;41;0;10;0.023198651;;0;0;0;2993
;;;2672;0;4;;0;0.031356486;;;;0;2548
0;5;1;4409;2;26;0;47;0.023198651;;0;0;3;596
0.31496062992126;7;1;4351;1;87;0;30;0.023198651;3;0;0;1;379
0;0;1;325;3;14;0;11;0.023198651;;0;0;4;
;0;0;4328;0;18;;0;0.031356486;;;0;0;
0;0;2;1019;4;6;0;0;0.023198651;;0;0;4;
10.5121951219512;0;1;5069;1;20;1.13333333333333;57;0.023198651;;0;0;1;
0.5;0;2;3492;0;20;0;11;0.023198651;2;0;0;0;2438
;1;1;902;0;12;0;0;0.023198651;;;0;0;
;0;1;811;3;11;0.230769230769231;0;0.023198651;;;0;0;405
0;0;1;1512;0;20;0;16;0.023198651;;0;0;0;1264
;;;5452;0;10;;0;0.023198651;;;;0;
0;0;1;841;0;23;0;0;0.023198651;;0;0;0;128
0;0;1;1163;0;8;0;7;0.023198651;;0;0;0;
;0;2;4137;0;22;0;9;0.023198651;;0;0;0;2262
;;;4623;0;5;;0;0.023198651;;;;0;
