AVGDPD0_EVER;CNTGOODPOS;CNTUNIQUEPHONES;FIRSTADATENOTRD;CNTUNSUCCESSFULWEEKS24M;INSTALMENTCNTPAIDINTIME;AVGDPD0_36M;NUMINSTTOPAYGR;TEXTLASTRISKPRODCOMBINATION;PARTEPCOUNT;AVGDPD0_12M;CODEPAIDOFFAFTERDPD;NUMREJECTS9M;LASTFULLEPDATE
;0;0;684;0;12;0;0;0.023198651;;0;0;0;
;1;0;2009;0;4;;0;0.023198651;;;0;0;1888
;;;4553;1;23;;0;0.026860354;;;;0;4072
21.125;0;0;4467;0;17;0;0;0.023198651;;0;0;0;
6.33333333333333;0;1;2263;0;35;0;29;0.023198651;;0;0;0;
0;0;1;917;2;30;0;65;0.023198651;;0;0;0;180
0;0;1;2173;5;20;0;50;0.023198651;8;0;0;5;1873
;1;0;2327;0;13;0;0;0.023198651;;;0;0;1124
;0;1;973;0;8;0;0;0.020120724;1;;0;0;497
3.57142857142857;1;2;4662;8;112;1.12903225806452;44;0.020120724;1;0.166666666666667;0;9;679
0.5;1;1;1854;1;16;0;17;0.023198651;;0;0;1;338
0;4;1;3171;0;68;0;55;0.023198651;;0;0;0;50
;1;0;1746;0;11;0;0;0.023198651;1;;0;0;
;;;1618;0;16;0;0;0.023198651;3;0;;0;1494
6.33333333333333;0;1;2263;0;35;0;29;0.023198651;;0;0;0;
;0;1;446;0;6;0;0;0.023198651;;0;0;0;
3.33333333333333;0;0;1666;0;19;0.695652173913044;1;0.023198651;;0.25;0;0;
0;2;0;;9;0;0;0;0.023198651;;0;0;5;
0.0684931506849315;5;1;4477;2;68;0;7;0.023198651;;0;0;3;837
;;;2437;0;19;0.1;0;0.023198651;;0.142857142857143;;1;262
0;1;0;4717;0;6;0;7;0.023198651;;0;0;0;1110
;;;4851;0;9;;0;0.023198651;;;;0;4580
10.9;1;1;4477;3;144;0.138613861386139;95;0.023198651;;0;0;1;
0;1;1;627;1;31;0;58;0.023198651;2;0;0;0;36
6.68;0;1;3540;4;57;5.21621621621622;26;0.023198651;;0;0;1;2771
;2;1;2191;7;29;0;19;0.023198651;8;0;0;5;521
;0;0;177;0;5;0;0;0.023198651;;0;0;0;22
;1;0;1926;0;6;;0;0.026860354;;;0;0;
;0;1;634;0;10;0;0;0.031356486;3;0;0;0;55
;2;1;4170;3;78;0;0;0.020120724;;;0;0;428
0.368421052631579;1;1;5382;0;177;0;108;0.023198651;1;0;0;0;857
;0;1;997;2;39;0;0;0.020120724;;0;0;0;305
;25;1;454;10;27;0;14;0.031356486;1;0;0;24;64
0;1;1;925;5;23;0;51;0.023198651;2;0;0;4;335
2.875;2;1;4460;3;47;0.172413793103448;17;0.020120724;2;0.416666666666667;0;1;1649
;0;2;3745;1;21;0.0588235294117647;0;0.023198651;1;0.0909090909090909;0;1;152
;0;0;5374;0;4;;0;0.026860354;;;0;0;
;2;1;1489;7;22;0;0;0.023198651;;;0;1;426
;1;0;2973;0;11;0;7;0.023198651;1;0;0;0;2298
;0;0;4639;0;62;0.125;0;0.023198651;;;0;0;659
0.02;1;1;2493;2;48;0;44;0.020120724;9;0;0;1;1533
0;0;1;2882;1;31;0;38;0.023198651;19;0;0;0;2611
;1;1;2637;0;59;0;0;0.031356486;3;;0;0;910
;0;0;4866;0;24;0;0;0.031356486;;;0;0;3591
0.14;1;1;1039;0;45;0.12;54;0.023198651;;0.230769230769231;0;2;155
0.296296296296296;1;1;4892;4;97;0;102;0.023198651;7;0;0;0;229
0.0196078431372549;0;0;2032;4;37;0;0;0.023198651;;0;0;2;
0.754098360655738;3;1;4000;12;33;1;0;0.023198651;;1.16666666666667;0;6;1546
2.8;2;1;3171;0;66;0.192307692307692;10;0.023198651;;0;0;0;1158
;0;1;2077;3;22;;0;0.023198651;;;0;8;1153
;2;1;3294;0;53;0;7;0.023198651;1;0;0;0;938
;1;1;5044;3;23;1.04347826086957;7;0.031356486;;0.25;0;1;1990
0.0909090909090909;2;1;3072;0;11;0;0;0.031356486;;0;0;0;3041
;1;0;1179;5;10;0.538461538461538;0;0.031356486;;;0;2;731
;;;4714;0;14;;0;0.026860354;;;;0;
;;;3693;1;66;1.95454545454545;0;0.023198651;;;;0;491
;0;1;4892;0;23;0;0;0.023198651;1;;0;0;1096
;0;0;802;1;0;4;0;0.031356486;;;0;1;769
;2;1;3473;0;76;0.25;0;0.023198651;4;0;0;0;199
;0;1;371;0;8;0;0;0.023198651;;0;0;0;121
0;0;1;3574;0;21;0;0;0.023198651;;0;0;0;867
0;1;1;832;0;45;0;97;0.023198651;;0;0;0;242
2.5;1;0;2337;3;41;0;26;0.023198651;2;0;0;0;128
;3;1;1673;0;30;0;0;0.023198651;;;0;0;
;4;1;5755;0;53;0;0;0.023198651;;0;0;0;2551
0;0;2;1787;0;72;0;14;0.023198651;1;0;0;1;13
1.37931034482759;2;1;5321;3;149;0.191176470588235;1;0.020120724;;0;0;2;1104
;0;0;1611;2;11;;0;0.023198651;;;0;1;
;;;2994;0;6;;0;0.031356486;;;;0;
0;0;1;970;2;30;0;30;0.023198651;;0;0;2;
3.33333333333333;2;1;3842;1;72;0;33;0.023198651;2;0;0;1;106
0.0072992700729927;1;1;4611;3;128;0.021978021978022;0;0.020120724;2;0;0;0;101
;1;0;5607;0;21;;0;0.023198651;;;0;0;4729
0;1;1;3536;3;33;0;17;0.023198651;2;0;0;1;3415
0.5;0;1;1616;1;20;0.181818181818182;1;0.023198651;;0.181818181818182;0;1;1275
0.555555555555556;0;1;2572;3;43;0.227272727272727;28;0.020120724;1;0;0;2;2212
;0;1;3144;0;13;;0;0.023198651;;;0;0;3023
0;0;2;3779;0;33;0;8;0.023198651;;0;0;0;45
;1;0;2322;0;12;;0;0.031356486;;;0;0;1819
;0;0;5264;0;41;;0;0.026860354;;;0;0;5111
;0;1;2867;4;24;0;0;0.023198651;1;;0;1;604
;4;1;4697;1;97;0;1;0.023198651;1;0;0;0;609
;0;1;1334;0;12;0;0;0.031356486;;0;0;0;395
8;1;0;3538;10;76;0.970588235294118;37;0.020120724;;2.5;0;5;
;;;3089;3;5;;0;0.031356486;;;;10;
;1;1;1257;0;22;0.0952380952380952;0;0.023198651;;;0;0;
;1;0;1530;4;3;;0;0.031356486;;;0;3;1396
0;0;1;967;0;17;0;6;0.023198651;;0;0;0;623
;0;0;4928;0;4;;0;0.031356486;;;0;0;
;0;0;107;1;2;4.33333333333333;21;0.023198651;;4.33333333333333;0;1;
;6;1;4644;0;93;0;0;0.023198651;1;0;0;0;799
;;;1525;0;6;;0;0.026860354;;;;0;
;3;0;2819;0;24;;0;0.026860354;;;0;0;
;0;1;310;0;9;0;3;0.023198651;;0;0;0;
;3;1;2778;0;28;;0;0.020120724;;;0;0;1179
;1;1;4222;0;144;0.0638297872340426;0;0.020120724;;0;0;0;493
;2;1;4441;3;121;0.046875;0;0.020120724;;0;0;0;135
;1;1;4429;1;20;0;0;0.023198651;;;0;0;743
2.64705882352941;1;1;1324;7;32;0.814814814814815;13;0.020120724;;1.60869565217391;0;6;397
0;1;1;667;1;15;0;54;0.023198651;;0;0;0;275
0.666666666666667;1;1;5611;1;29;0;22;0.023198651;1;0;0;2;1927
;1;0;3589;0;17;0;0;0.026860354;;;0;0;773
0.0476190476190476;0;1;2657;4;82;0;38;0.031356486;4;0;0;1;1347
0.5;0;0;594;3;32;0;14;0.023198651;;0;0;3;
;0;1;755;0;10;0;0;0.023198651;9;;0;0;425
;0;2;3576;0;66;;0;0.020120724;;;0;0;2819
;1;1;802;1;12;0.0769230769230769;0;0.023198651;;0;0;1;224
;1;0;3890;0;30;0;0;0.023198651;;;0;0;
0;2;0;2998;1;58;0;29;0.023198651;2;0;0;0;1247
;0;0;900;0;3;0;9;0.023198651;;0;0;0;
;0;0;3957;0;5;;0;0.031356486;;;0;0;3767
0.125;0;1;1210;3;39;0;46;0.020120724;7;0;0;2;683
0.0161290322580645;0;1;2125;2;62;0;60;0.023198651;;0;0;1;2008
;0;0;1757;0;13;;0;0.023198651;;;0;0;1344
2.66666666666667;2;1;4908;2;78;0;16;0.020120724;1;0;0;1;708
;;;5094;0;113;0;0;0.020120724;3;;;0;974
;1;1;3453;0;52;0;6;0.031356486;2;0;0;0;1513
;1;1;1836;0;25;0;0;0.023198651;2;0;0;0;377
0.105263157894737;0;0;4640;2;92;0.0769230769230769;25;0.023198651;;0.181818181818182;0;2;637
0;0;1;2242;0;22;0;6;0.023198651;;0;0;0;2116
;0;0;0;0;0;0;0;0.023198651;;0;0;0;
0.0192307692307692;2;1;3049;2;96;0.0298507462686567;22;0.023198651;;0.0606060606060606;0;0;390
0.527426160337553;1;1;5289;1;128;0.305555555555556;0;0.020120724;4;0.0833333333333333;0;0;3
0.5;1;1;1595;0;50;0.024390243902439;33;0.020120724;3;0;0;0;826
;0;1;2055;0;50;0;0;0.023198651;;0;0;0;140
;;;2412;0;7;;0;0.023198651;1;;;0;2157
5.88888888888889;2;1;3774;3;77;0.171428571428571;86;0.023198651;2;0.129032258064516;0;0;191
0.5;2;1;399;1;12;0;55;0.023198651;;0;0;1;162
0.181818181818182;1;1;5967;1;38;0.222222222222222;24;0.023198651;;0.19047619047619;0;1;
;1;0;3930;0;14;;0;0.026860354;;;0;0;2186
0;0;2;1858;0;29;0;40;0.020120724;12;0;0;0;1581
;1;0;4826;0;4;;0;0.031356486;;;0;0;
0;0;1;1572;0;51;0;48;0.020120724;;0;0;0;1107
0.442748091603053;0;0;2417;6;53;0.1875;0;0.023198651;10;0;0;0;2082
;;;4976;0;49;0;0;0.023198651;3;0;;0;226
0.579710144927536;3;1;5115;0;57;0;30;0.023198651;;0;0;0;1073
2.19148936170213;0;1;1377;3;9;2.64102564102564;0;0.023198651;;3.66666666666667;0;3;
;;;4900;0;4;;0;0.026860354;;;;0;
0;0;1;265;0;8;0;7;0.023198651;;0;0;0;
;1;1;1212;0;15;0;0;0.023198651;4;0;0;0;212
0.3359375;2;1;5577;1;103;0.0434782608695652;56;0.023198651;1;0;0;0;131
5.63265306122449;1;1;5459;0;26;0.0666666666666667;44;0.023198651;;0.142857142857143;0;0;2498
0;4;0;2229;45;48;0;40;0.023198651;6;0;0;29;249
0;4;0;5973;1;62;0;7;0.023198651;;0;0;1;4116
0;0;1;5691;3;38;0;10;0.020120724;;0;0;0;
0;1;1;1960;0;78;0;45;0.023198651;1;0;0;0;362
;0;0;3336;0;5;;0;0.026860354;;;0;0;3185
;1;1;2151;0;44;0;0;0.031356486;9;0;0;0;122
0;0;1;1034;0;33;0;6;0.031356486;18;0;0;0;17
;;;1214;0;9;0;0;0.023198651;;;;0;919
;1;2;4711;0;43;0;0;0.023198651;;0;0;0;184
;;;1876;0;7;;0;0.023198651;4;;;0;1666
;;;1533;0;7;;0;0.031356486;;;;0;
4.33333333333333;2;2;4419;0;50;0;9;0.023198651;3;0;0;0;
;0;0;4255;0;39;;0;0.023198651;;;0;0;2066
0.0357142857142857;1;1;570;2;10;0.0357142857142857;0;0.023198651;;0.0434782608695652;0;0;232
0.5;2;1;1157;0;10;0;50;0.023198651;;0;0;0;
;5;1;3780;3;56;0.222222222222222;10;0.023198651;;1;0;1;257
0;0;2;818;1;6;0;0;0.023198651;3;0;0;0;628
6.125;0;1;1786;1;59;0.792452830188679;4;0.023198651;;1.66666666666667;0;0;
;1;1;3964;1;33;0;0;0.023198651;;0;0;0;3415
4;1;1;5620;1;38;0;30;0.023198651;;0;0;1;2305
0.3;2;1;5464;0;29;0;27;0.023198651;;0;0;0;3122
;0;2;5342;2;18;;0;0.026860354;;;0;2;5251
;0;1;257;0;4;0;0;0.023198651;;0;0;0;124
0.383333333333333;1;1;4179;5;51;0.771428571428572;53;0.023198651;;0;0;3;402
1;0;1;2816;0;38;0;9;0.023198651;;0;0;0;
0;0;1;265;0;8;0;7;0.023198651;;0;0;0;
;3;1;4606;0;17;0;0;0.026860354;;;0;0;620
;0;2;5342;2;18;;0;0.026860354;;;0;2;5251
;0;1;448;0;14;0;10;0.023198651;4;0;0;0;
0.312056737588653;1;1;2255;7;96;0.367088607594937;69;0.023198651;1;0.8;0;9;498
;0;0;2374;0;9;;0;0.023198651;;;0;0;2068
0;0;1;1161;4;60;0;21;0.023198651;5;0;0;4;240
;2;1;4126;0;43;;0;0.023198651;1;;0;0;2121
;0;0;629;1;29;0;7;0.023198651;;0;0;0;
0.0833333333333333;0;1;533;4;23;0.0476190476190476;54;0.023198651;1;0;0;1;360
;1;0;78;0;2;0;10;0.023198651;;0;0;1;
;;;4194;1;6;;0;0.023198651;;;;1;4002
0;0;2;1483;0;30;0;0;0.023198651;;0;0;0;575
;2;1;1097;0;10;0;0;0.023198651;1;;0;0;666
;0;0;720;0;2;26.9;0;0.023198651;;;2;0;
0.25;1;1;1754;0;10;0.0769230769230769;0;0.023198651;;0.333333333333333;0;0;
;11;0;5554;3;69;;0;0.031356486;;;0;1;2250
82.3333333333333;1;1;2475;0;9;0;17;0.023198651;;0;1;0;
0;0;2;3464;0;57;0;56;0.023198651;;0;0;0;609
;1;1;4931;0;15;0;0;0.023198651;;0;0;0;
13.2307692307692;0;0;3627;2;13;0.625;6;0.026860354;;0.625;2;3;
;0;1;1170;0;12;0;0;0.023198651;;;0;0;
0.021505376344086;0;1;5675;1;4;0.0555555555555556;0;0.023198651;;0.0833333333333333;0;1;
7.16666666666667;0;2;3540;0;60;0.2;42;0.020120724;;0.5;0;0;1163
2.04166666666667;2;0;4433;4;161;0.753424657534247;4;0.023198651;;1.58333333333333;0;0;957
;2;1;2014;2;17;0;0;0.023198651;4;0;0;0;211
1.71698113207547;0;1;2680;10;48;0;8;0.023198651;;0;0;4;444
0;2;1;1312;0;24;0;52;0.023198651;;0;0;0;239
;;;1550;2;21;0;0;0.023198651;;0;;2;271
;0;0;3255;0;20;;0;0.026860354;;;0;0;
;0;0;1804;0;5;;0;0.031356486;2;;0;0;1650
0;0;1;121;0;6;0;36;0.023198651;1;0;0;0;
0;1;1;4004;0;65;0;12;0.023198651;5;0;0;0;370
;1;1;3569;0;19;0;0;0.020120724;;0;0;0;114
0.08;3;1;2661;1;48;0.0681818181818182;72;0.023198651;1;0;0;0;20
0.25;0;1;564;4;26;0.0555555555555556;53;0.023198651;7;0.0869565217391304;0;4;47
;0;1;3826;0;8;;0;0.031356486;;;0;0;
;1;1;5001;0;31;0;0;0.023198651;2;;0;0;758
1.75;1;2;4074;5;229;0.0263157894736842;62;0.023198651;2;0;0;1;78
;1;0;5628;0;32;;0;0.031356486;;;0;0;3816
;1;1;4981;0;41;0;0;0.023198651;;0;0;0;113
;1;1;1686;1;21;0;8;0.023198651;2;0;0;0;835
0.5;5;1;5375;0;28;0;6;0.023198651;;0;0;1;
2.25;0;0;5041;0;20;0;22;0.023198651;3;0;0;0;50
;1;1;1500;0;23;0;0;0.023198651;;;0;0;787
0.5;6;0;3574;0;14;0;0;0.023198651;;0;0;3;78
0.5;2;1;5137;6;102;0.0735294117647059;36;0.023198651;1;0.0666666666666667;0;3;199
;;;2305;0;23;0;0;0.023198651;;0;;0;137
;1;1;393;1;11;0.25;24;0.023198651;;0.25;0;1;
2.25;2;1;4315;1;59;0.285714285714286;7;0.020120724;;0.25;0;0;
;3;0;1691;0;20;;0;0.023198651;;;0;0;1421
0.125;1;1;1888;0;8;0;7;0.023198651;3;0;0;0;1790
0.136363636363636;0;1;3867;0;43;0.0925925925925926;4;0.020120724;3;0.333333333333333;0;0;2846
;0;1;2623;4;38;0;0;0.020120724;1;0;0;0;253
0.171232876712329;1;1;6120;1;106;0.0555555555555556;34;0.023198651;37;0.130434782608696;0;0;361
;;;3589;0;15;;0;0.023198651;;;;0;2958
;1;1;2457;0;15;0;0;0.020120724;;0;0;0;188
;0;0;350;0;10;0;0;0.023198651;;0;0;0;
;4;1;4788;0;40;;0;0.023198651;;;0;0;2246
;1;1;4766;0;62;0;0;0.023198651;1;;0;0;1016
0;0;1;1111;0;23;0;0;0.023198651;13;0;0;0;474
0;4;2;980;1;29;0;0;0.023198651;;0;0;0;664
;0;0;5057;0;49;0;0;0.026860354;;;0;0;1018
;0;1;1498;0;25;0;0;0.023198651;1;;0;0;731
0.140845070422535;3;1;4648;3;137;0;44;0.020120724;1;0;0;1;2254
0;0;1;2875;1;19;0;5;0.023198651;;0;0;1;
;0;0;;2;0;;0;0.023198651;;;0;3;
0.5;0;1;530;0;14;0.125;48;0.023198651;;0.166666666666667;0;0;401
;1;0;4425;0;5;;0;0.023198651;;;0;0;
0.0526315789473684;2;1;1927;5;74;0.0138888888888889;31;0.023198651;1;0;0;2;131
0;1;1;4004;0;65;0;12;0.023198651;5;0;0;0;370
;;;4995;0;19;;0;0.023198651;;;;0;
;0;1;2519;3;12;0;0;0.023198651;;0;0;3;180
0.0645161290322581;2;1;4954;0;30;0;5;0.023198651;1;0;0;0;4251
;0;1;;0;0;;0;0.023198651;;;0;0;
0;0;1;5676;3;25;0;54;0.023198651;2;0;0;0;2314
;1;1;4217;0;44;0;10;0.031356486;;0;0;0;2898
;1;1;3368;0;30;3.25;0;0.026860354;;;0;0;3037
0.125;10;1;5470;3;103;0;8;0.023198651;;0;0;2;1193
;;;931;0;3;0;0;0.023198651;;;;0;836
;1;1;462;0;10;0;0;0.023198651;;0;0;0;
2;1;1;2652;0;20;0.769230769230769;35;0.023198651;1;0.833333333333333;0;0;2260
20.030303030303;1;1;4996;0;23;0;0;0.031356486;;0;0;0;4845
;0;1;4296;0;51;0;0;0.020120724;5;;0;0;878
;0;1;486;0;15;0;9;0.023198651;12;0;0;0;
2.29166666666667;3;1;4825;0;128;0.487804878048781;0;0.023198651;2;0;0;0;177
;;;537;0;10;0;0;0.023198651;;0;;0;
;0;0;491;0;13;0.533333333333333;3;0.023198651;;0.666666666666667;0;0;
;0;1;272;0;8;0;2;0.023198651;;0;0;0;
;0;0;3970;0;9;;0;0.031356486;;;0;0;
0;1;1;2337;0;41;0;88;0.023198651;;0;0;0;2065
;1;0;4958;0;19;;0;0.031356486;;;0;0;
0;0;0;2123;0;46;0;0;0.023198651;2;0;0;0;293
;;;4060;0;16;;0;0.026860354;;;;0;3167
;0;0;762;7;11;0;0;0.023198651;1;;0;3;413
;1;1;5992;0;48;1.75;0;0.031356486;;;0;0;2102
0;3;1;756;0;35;0;10;0.023198651;;0;0;0;19
;0;1;1425;0;20;0;0;0.026860354;1;;0;0;1101
;0;1;1392;0;33;0;58;0.023198651;23;0;0;0;297
;0;0;5176;0;5;;0;0.031356486;;;0;0;5017
;;;630;0;12;0;0;0.023198651;1;0;;0;
;1;1;1244;0;15;0;0;0.023198651;2;0;0;0;69
5.84615384615385;2;1;5792;0;31;0.04;25;0.023198651;;0;0;0;
0.027027027027027;0;1;2599;3;33;0.0454545454545455;12;0.023198651;;0.0666666666666667;0;1;379
;1;1;378;0;20;0;1;0.023198651;1;0;0;0;155
;0;1;223;1;11;0;19;0.023198651;;0;0;1;
;0;0;4223;0;16;2.57142857142857;0;0.023198651;;;0;0;
;0;1;4329;0;45;0;0;0.023198651;1;0;0;0;3056
0;1;1;778;0;24;0;0;0.023198651;;0;0;0;
0;2;1;2282;0;17;0;0;0.023198651;2;0;0;0;1161
0.032258064516129;1;1;1496;2;16;0.037037037037037;56;0.023198651;;0.0625;0;2;
4.66666666666667;8;1;1574;5;31;0;49;0.023198651;;0;0;9;630
0;0;1;859;1;30;0;0;0.020120724;;0;0;0;673
;0;0;2735;0;6;;0;0.023198651;;;0;0;
;2;0;4349;0;31;;0;0.023198651;;;0;0;1358
;0;1;3265;3;24;2.07142857142857;0;0.031356486;;;0;3;
0.0857142857142857;0;1;4274;4;57;0.036144578313253;56;0.023198651;;0;0;3;123
0.0447761194029851;0;1;2058;3;65;0.0263157894736842;59;0.023198651;1;0.0476190476190476;0;1;78
0;1;1;4324;0;27;0;3;0.023198651;;0;0;0;4022
;0;0;4502;0;17;;0;0.026860354;;;0;0;
;1;1;3459;3;56;0;0;0.020120724;20;;0;2;576
0;0;1;1232;0;13;0;14;0.023198651;;0;0;0;1138
;0;0;3634;0;4;;0;0.031356486;;;0;0;3513
;2;0;4331;6;35;0.857142857142857;0;0.023198651;9;0.0714285714285714;0;5;147
;0;0;4326;0;13;0;0;0.026860354;;;0;0;1040
;0;1;3171;0;25;0;0;0.023198651;;0;0;0;282
0.104477611940299;2;1;3350;0;129;0;7;0.026860354;;0;0;0;
0.75;3;1;1389;7;60;0.08;2;0.023198651;4;0;0;3;46
0.04;0;1;1299;1;24;0.05;30;0.023198651;2;0.111111111111111;0;1;303
0.0833333333333333;0;1;5373;0;59;0;41;0.023198651;;0;0;0;300
0.1;1;1;4853;0;28;0;10;0.023198651;;0;0;0;
;;;2864;2;22;;0;0.023198651;;;;3;1968
;0;0;736;0;12;0;0;0.023198651;;0;0;0;
0;0;1;1801;0;27;0;42;0.023198651;;0;0;0;758
0;3;1;1345;4;47;0;15;0.020120724;6;0;0;2;764
;;;5236;0;2;;0;0.023198651;;;;0;
0;0;1;889;0;16;0;20;0.023198651;1;0;0;0;
;0;1;5122;1;22;0.363636363636364;11;0.023198651;;0;0;1;2032
;0;0;5335;0;1;;0;0.031356486;;;2;0;
0;4;1;5586;0;109;0;7;0.020120724;3;0;0;0;1410
;1;1;5598;1;89;0;0;0.023198651;;0;0;1;113
;0;1;485;0;14;0.2;15;0.023198651;;0.25;0;0;
0.0188679245283019;0;1;5503;1;53;0;11;0.023198651;;0;0;1;4929
;0;1;464;0;14;0;6;0.026860354;;0;0;0;
0.0425531914893617;1;1;4220;0;139;0;57;0.023198651;2;0;0;0;91
;0;1;501;0;9;0;7;0.031356486;;0;0;0;
;;;4295;3;18;;0;0.026860354;;;;1;3242
;1;1;708;0;15;0;0;0.023198651;;0;0;0;329
;0;1;443;0;12;0;0;0.023198651;;0;0;0;
1;0;1;3724;2;46;0.0769230769230769;34;0.020120724;1;0.166666666666667;0;2;1960
;;;3898;0;4;;0;0.031356486;;;;0;3690
0;0;1;972;0;29;0;28;0.026860354;5;0;0;2;222
;0;1;605;1;2;0;0;0.031356486;1;;0;1;535
;0;1;4248;2;38;;0;0.023198651;;;0;0;1499
;2;1;5323;7;105;0;0;0.023198651;12;0;0;7;146
;0;1;2684;2;36;3.11111111111111;14;0.023198651;1;2.75;0;0;1175
;0;0;714;3;10;0;0;0.023198651;;;0;0;
;;;3593;1;21;;0;0.023198651;;;;1;
;2;0;5403;0;30;;0;0.023198651;;;0;0;
;0;1;326;0;10;0;2;0.031356486;6;0;0;0;
0;1;2;1510;1;20;0;23;0.031356486;7;0;0;1;43
0;2;1;2820;1;35;0;9;0.023198651;;0;0;1;422
;1;2;757;0;6;0;0;0.023198651;;;0;0;
;0;0;161;0;5;0;5;0.023198651;;0;0;0;
;0;1;97;0;2;0;10;0.023198651;;0;0;0;
;0;0;2866;0;4;;0;0.023198651;;;0;0;
;8;1;4322;0;87;0;0;0.023198651;;;0;0;802
0;0;1;255;0;3;0;22;0.023198651;;0;0;0;169
1;3;1;3105;1;55;0.0465116279069767;5;0.023198651;1;0.0952380952380952;0;0;1809
;0;0;3453;0;5;;0;0.031356486;;;0;0;3297
0.233333333333333;0;1;4297;0;144;0.0625;48;0.023198651;1;0;0;0;343
;0;0;3810;0;8;;0;0.031356486;;;0;0;
;0;1;124;1;3;0;21;0.023198651;;0;0;1;
0;1;1;2838;2;34;0;51;0.023198651;2;0;0;3;1777
0;1;0;1123;0;9;0;48;0.023198651;1;0;0;0;1110
1.86666666666667;3;1;5455;2;161;0;0;0.020120724;;0;0;2;54
0;0;1;5691;3;38;0;10;0.020120724;;0;0;0;
0.386363636363636;5;1;5688;6;71;0;51;0.023198651;3;0;0;7;260
;0;1;1466;1;24;0;0;0.023198651;6;0;0;0;225
;1;1;3169;0;44;0;0;0.020120724;;;0;0;967
;0;1;1158;0;36;0.135135135135135;0;0.023198651;;0;0;0;122
3.5;3;1;3222;1;132;0;16;0.020120724;30;0;0;0;1369
;1;0;4156;0;17;;0;0.026860354;;;0;0;1170
;;;5543;0;36;0;0;0.026860354;;0;;0;
0;0;1;3775;0;28;0;0;0.023198651;1;0;0;0;43
0.240740740740741;2;1;4301;0;128;0.0307692307692308;9;0.031356486;5;0;0;0;2206
;0;2;4402;0;44;0;0;0.023198651;1;;0;0;486
0.0392156862745098;0;1;3973;0;20;0.0277777777777778;0;0.023198651;;0;0;0;
;6;1;4648;0;141;0.0147058823529412;23;0.023198651;11;0;0;0;74
0;0;1;67;1;2;0;13;0.023198651;;0;0;2;
;2;0;5340;4;35;;0;0.026860354;;;0;2;2151
0;2;1;771;0;29;0;23;0.031356486;16;0;0;0;461
;4;1;4490;4;133;0;0;0.023198651;;;0;0;1609
0.848484848484849;2;1;4252;0;74;1;110;0.023198651;1;1;0;0;1004
;0;0;1941;0;1;;0;0.026860354;;;2;0;
0;0;1;2455;4;46;0;27;0.023198651;2;0;0;3;115
0;0;1;316;0;14;0;46;0.023198651;;0;0;0;
5.6;2;1;4852;2;65;0.324324324324324;33;0.020120724;1;0;1;0;
;1;2;4296;0;29;0.3;0;0.020120724;;;0;0;807
0;3;1;5145;0;78;0;48;0.023198651;2;0;0;0;218
0;1;1;1280;1;42;0;46;0.023198651;;0;0;0;876
0.0769230769230769;0;1;2837;0;45;0.0188679245283019;58;0.023198651;2;0;0;0;79
;0;1;2311;0;6;3.45454545454545;0;0.023198651;;;0;0;2130
;0;0;4602;0;9;;0;0.026860354;;;0;0;
0;0;1;413;1;15;0;69;0.023198651;;0;0;1;
0.5;3;1;4790;0;62;0;9;0.023198651;15;0;0;4;35
;2;2;5308;0;26;;0;0.026860354;;;0;0;2989
0.0196078431372549;4;1;4558;7;101;0.025;12;0.023198651;3;0;0;6;378
4;2;1;5578;0;103;0.181818181818182;0;0.023198651;;0.235294117647059;0;0;4201
;1;0;5687;0;9;;0;0.031356486;;;0;0;1870
0.19047619047619;0;1;1164;7;75;0.204819277108434;107;0.023198651;2;0.447368421052632;0;4;185
;1;1;4222;0;144;0.0638297872340426;0;0.020120724;;0;0;0;493
;1;1;5162;0;12;0;0;0.023198651;1;;0;0;875
0;0;1;1042;0;34;0;2;0.020120724;;0;0;0;677
;1;0;756;0;6;0;0;0.023198651;;;0;0;
;0;1;2509;0;69;0.0789473684210526;0;0.020120724;1;;0;0;681
3.92307692307692;0;0;2743;2;39;1.21739130434783;35;0.023198651;1;2.31818181818182;0;2;410
;0;0;3698;0;8;;0;0.023198651;;;0;0;2771
0;0;1;973;2;28;0;41;0.023198651;;0;0;0;327
;0;1;1700;0;28;0;0;0.023198651;1;0;0;0;162
;3;1;491;6;39;0;9;0.023198651;3;0;0;9;74
0;2;1;3521;0;47;0;6;0.023198651;8;0;0;0;324
0.5;0;0;3704;0;55;0;12;0.020120724;;0;0;0;1798
1.1875;0;0;5245;0;43;0.714285714285714;53;0.023198651;;0.714285714285714;0;1;4703
0;0;1;0;0;0;0;0;0.023198651;;0;0;0;
7.27272727272727;2;1;4404;1;139;0.763157894736842;21;0.020120724;6;0.75;0;1;761
;2;1;5872;2;67;0;0;0.020120724;2;;0;1;635
1.33333333333333;0;1;1430;4;31;0.2;26;0.023198651;;0.4;0;3;
1;0;1;4511;0;13;0;19;0.023198651;;0;0;0;4032
0;1;1;1055;1;40;0;29;0.023198651;;0;0;0;
0;16;0;4345;2;54;0;0;0.023198651;3;0;0;1;1103
0.75;1;1;2327;12;30;0.294117647058824;10;0.023198651;2;0.0689655172413793;0;9;
0;0;0;909;3;67;0;38;0.023198651;;0;0;1;541
6.8125;0;1;4640;2;59;0.115384615384615;101;0.023198651;;0.2;0;2;506
0;0;1;1572;0;51;0;48;0.020120724;;0;0;0;1107
;0;1;1215;3;10;0;0;0.026860354;;;0;1;905
