AVGDPD0_EVER;CNTGOODPOS;CNTUNIQUEPHONES;FIRSTADATENOTRD;CNTUNSUCCESSFULWEEKS24M;INSTALMENTCNTPAIDINTIME;AVGDPD0_36M;NUMINSTTOPAYGR;TEXTLASTRISKPRODCOMBINATION;PARTEPCOUNT;AVGDPD0_12M;CODEPAIDOFFAFTERDPD;NUMREJECTS9M;LASTFULLEPDATE
0.5;3;0;2110;0;22;0;10;0.023198651;;0;0;0;
1.636363636;0;1;1718;1;10;1.058823529;0;0.023198651;;0.25;0;0;
;;;2412;0;7;;0;0.023198651;1;;;0;
;0;1;2509;0;69;0.078947368;0;0.020120724;1;;0;0;
;1;1;1918;0;4;;0;0.023198651;;;0;1;
;2;1;1160;5;24;0;18;0.023198651;;;0;0;
;;;4701;0;36;;0;0.026860354;;;;0;
1.666666667;4;1;5214;2;97;0;0;0.023198651;;0;0;1;
0;0;1;395;2;12;0;48;0.023198651;;0;0;2;
0.5;2;1;399;1;12;0;55;0.023198651;;0;0;1;
0.5;1;1;891;13;55;0.017857143;21;0.023198651;5;0;0;16;
;;;4976;0;49;0;0;0.023198651;3;0;;0;
2.191489362;0;1;1377;3;9;2.641025641;0;0.023198651;;3.666666667;0;3;
0;0;1;1906;1;19;0;12;0.023198651;1;0;0;0;
;2;0;5343;0;19;;0;0.023198651;;;0;0;
;;;4900;0;4;;0;0.026860354;;;;0;
0;1;1;5333;0;112;0;68;0.023198651;;0;0;0;
;;;367;3;9;0;0;0.023198651;;0;;4;
;0;1;237;0;7;0;17;0.023198651;;0;0;0;
1.5;2;2;4594;0;72;0.0625;44;0.020120724;4;0.083333333;0;0;
;0;1;2866;2;24;0;0;0.023198651;;0;0;1;
0.108108108;1;0;2186;7;35;0.238095238;45;0.020120724;;0.333333333;0;5;
;1;1;1969;0;33;0;0;0.023198651;1;;0;0;
;0;0;3336;0;5;;0;0.026860354;;;0;0;
1.08;4;1;3439;1;20;0;6;0.023198651;1;0;0;1;
;2;1;2687;1;6;;0;0.026860354;;;0;2;
2.666666667;0;1;4864;0;19;0.833333333;12;0.023198651;;0.833333333;0;0;
0;2;1;3779;0;40;0;9;0.023198651;25;0;0;0;
;0;0;951;0;11;0;0;0.026860354;;;0;0;
;2;1;5775;0;24;;0;0.023198651;;;0;0;
0.75;1;1;2327;12;30;0.294117647;10;0.023198651;2;0.068965517;0;9;
2.392857143;0;1;3660;9;6;2.551724138;0;0.023198651;;0;0;2;
0.035714286;1;1;570;2;10;0.035714286;0;0.023198651;;0.043478261;0;0;
6.8125;0;1;4640;2;59;0.115384615;101;0.023198651;;0.2;0;2;
0;0;2;818;1;6;0;0;0.023198651;3;0;0;0;
;1;1;2487;0;29;0.388888889;0;0.023198651;4;0.333333333;0;0;
;;;2653;0;22;;0;0.031356486;;;;0;
;1;1;3340;0;14;0;0;0.023198651;;;0;0;
4;1;1;5620;1;38;0;30;0.023198651;;0;0;1;
;0;1;2289;0;27;0;0;0.026860354;;;0;0;
;0;0;391;0;11;0;0;0.031356486;5;0;0;0;
0.0625;1;1;1589;3;79;0.080645161;2;0.023198651;;0.238095238;0;2;
0.5;2;1;1309;4;105;0.01;73;0.020120724;1;0;0;3;
;0;1;5012;4;98;0.034482759;0;0.023198651;6;0;0;1;
;1;1;2378;0;48;0;0;0.026860354;;0;0;0;
;2;0;471;6;13;0;0;0.023198651;3;0;0;3;
;0;0;1136;0;5;0.9;0;0.023198651;;;0;0;
;3;1;3313;0;35;0;0;0.023198651;;0;0;0;
0;0;1;240;0;7;0;29;0.023198651;;0;0;0;
;1;2;1845;0;9;;0;0.026860354;;;0;0;
0;3;1;5297;0;7;0;0;0.023198651;2;0;0;0;
0;1;0;794;18;58;0;0;0.023198651;1;0;0;14;
79.5;0;0;4259;2;11;0;6;0.023198651;;0;3;0;
;1;1;1694;3;28;0.833333333;0;0.023198651;;0.666666667;0;0;
2.6;0;1;1852;1;28;0.052631579;8;0.023198651;1;0;0;0;
4.5;3;0;4869;0;23;5;0;0.023198651;5;5;0;0;
0.166666667;0;0;4811;0;5;;36;0.023198651;;;0;0;
;0;2;5342;2;18;;0;0.026860354;;;0;2;
1.179640719;2;1;4754;1;126;0.022222222;0;0.023198651;5;0;0;0;
0.095238095;1;1;2040;0;62;0.105263158;39;0.023198651;;0;0;0;
1.083333333;0;1;4200;1;71;0;26;0.023198651;2;0;0;9;
;1;1;5709;0;37;0;0;0.020120724;1;;0;0;
;2;1;3236;0;11;0;0;0.023198651;;0;0;0;
;1;0;4242;0;6;;0;0.031356486;;;0;0;
;1;0;4475;1;12;;0;0.031356486;;;0;1;
;0;1;941;0;11;0;0;0.023198651;2;;0;0;
1;2;1;3236;0;54;0.117647059;30;0.023198651;18;0;0;0;
;2;1;4126;0;43;;0;0.023198651;1;;0;0;
0;1;2;3162;3;24;0;12;0.023198651;;0;0;3;
;1;0;78;0;2;0;10;0.023198651;;0;0;1;
;2;0;44;0;1;0;23;0.023198651;;0;0;0;
0;0;1;905;0;29;0;16;0.023198651;2;0;0;0;
;0;1;1593;2;6;;0;0.023198651;;;0;4;
;1;1;4517;2;38;0;0;0.023198651;;0;0;2;
;1;1;72;0;2;0;9;0.023198651;;0;0;0;
0;0;1;488;0;26;0;46;0.023198651;;0;0;0;
0.5;1;0;691;2;29;0.064516129;11;0.023198651;;0;0;1;
0.736842105;3;1;3956;0;75;0;0;0.023198651;;;0;0;
;0;1;2660;0;23;;0;0.023198651;;;0;0;
0.297297297;1;2;1328;4;26;0.387096774;33;0.023198651;;0.476190476;0;2;
0;0;2;3464;0;57;0;56;0.023198651;;0;0;0;
;1;1;4931;0;15;0;0;0.023198651;;0;0;0;
;2;1;1955;1;32;0;0;0.031356486;2;0;0;0;
1.666666667;0;1;3168;0;21;0;0;0.023198651;;0;0;0;
0.35483871;1;1;1272;2;27;0.407407407;16;0.023198651;;0;0;2;
3.764705882;1;2;3786;1;82;0.068181818;71;0.020120724;4;0.25;0;0;
1.716981132;0;1;2680;10;48;0;8;0.023198651;;0;0;4;
0.162162162;0;1;844;0;36;0.162162162;125;0.023198651;;0;0;0;
;0;1;1375;2;47;0;1;0.031356486;3;0;0;2;
4.12;0;1;4699;0;36;0;0;0.020120724;;0;0;0;
;0;0;111;0;3;0;7;0.023198651;;0;0;0;
;0;1;534;1;9;0;1;0.023198651;;0;0;1;
;3;0;2589;0;37;;0;0.026860354;;;0;0;
;1;0;3820;3;29;0;0;0.023198651;;0;0;0;
0.069767442;2;1;5351;0;124;0.070175439;50;0.023198651;3;0.041666667;0;0;
;1;0;1025;0;11;0.166666667;0;0.023198651;;;0;0;
;0;0;2748;14;49;0;0;0.023198651;;0;0;8;
;1;1;1943;3;40;0.612903226;0;0.023198651;1;0;0;0;
;0;1;811;3;11;0.230769231;0;0.023198651;;;0;0;
;;;5521;0;39;0;0;0.031356486;;0;;0;
;;;2305;0;23;0;0;0.023198651;;0;;0;
;0;1;93;2;2;0;10;0.023198651;;0;0;1;
0;0;0;1776;0;15;0;3;0.023198651;;0;0;0;
2.25;2;1;4315;1;59;0.285714286;7;0.020120724;;0.25;0;0;
0.869047619;0;1;5378;0;35;0;94;0.023198651;;0;0;0;
;3;0;1691;0;20;;0;0.023198651;;;0;0;
;1;1;208;0;6;0;4;0.023198651;;0;0;0;
0;0;1;1163;0;8;0;7;0.023198651;;0;0;0;
1.733333333;1;1;1274;0;18;1.153846154;0;0.023198651;;;0;0;
1.452229299;0;1;3858;3;40;0.666666667;0;0.023198651;;0.5;0;3;
;1;0;3540;0;26;;0;0.031356486;;;0;0;
;;;3589;0;15;;0;0.023198651;;;;0;
;2;1;3587;0;40;0;0;0.023198651;3;0;0;0;
1.666666667;0;1;2441;0;68;0.028571429;48;0.023198651;4;0.083333333;0;0;
0.6;0;1;2183;0;9;0.833333333;4;0.023198651;;0.833333333;0;0;
;1;1;1274;0;51;0;0;0.023198651;4;0;0;0;
;5;1;4782;3;43;0;10;0.023198651;;0;0;3;
0;1;0;1156;0;26;0;12;0.023198651;;0;0;0;
0.5;1;1;4500;0;107;0;13;0.020120724;2;0;0;0;
1.5;0;2;967;0;44;0.163265306;66;0.020120724;;0.208333333;0;0;
0.6;1;1;4037;4;54;0.066666667;33;0.023198651;;0;0;3;
;0;0;70;0;2;0;16;0.023198651;;0;0;0;
;0;0;5057;0;49;0;0;0.026860354;;;0;0;
0;0;0;;3;0;0;0;0.023198651;;0;0;6;
;;;4553;1;23;;0;0.026860354;;;;0;
0.470588235;11;0;5384;48;149;0.150537634;45;0.031356486;1;0.333333333;0;43;
0;0;1;826;1;21;0;51;0.023198651;;0;0;0;
0.5;0;1;530;0;14;0.125;48;0.023198651;;0.166666667;0;0;
;0;1;4403;0;10;0;0;0.023198651;;0;0;0;
;0;1;1262;7;17;0;0;0.020120724;3;;0;0;
;0;2;3395;4;45;0;0;0.020120724;;0;0;0;
;0;1;293;0;9;0;1;0.023198651;;0;0;0;
0;0;1;71;0;2;0;58;0.023198651;;0;0;0;
;1;0;4328;0;27;;0;0.023198651;;;2;0;
;;;849;1;12;0;0;0.023198651;;;;0;
;0;1;786;2;9;0;0;0.026860354;;;0;2;
0;0;1;5676;3;25;0;54;0.023198651;2;0;0;0;
;1;1;2834;2;36;0;1;0.023198651;;0;0;0;
;1;1;1671;0;41;0.0625;0;0.020120724;1;;0;0;
;0;1;392;0;9;0.1;0;0.023198651;;0.1;0;0;
;2;1;4599;0;30;0;0;0.031356486;;;0;0;
;0;0;3271;0;4;;0;0.026860354;;;0;0;
0.159340659;0;1;4472;1;165;0.173913043;97;0.020120724;1;0.25;0;1;
;1;0;4284;2;14;;0;0.026860354;;;0;0;
;4;1;5049;2;56;0;0;0.020120724;2;;0;2;
0;0;1;1144;2;37;0;17;0.031356486;;0;0;1;
0;2;0;;9;0;0;0;0.023198651;;0;0;5;
0.111111111;2;1;938;1;42;0.032258065;3;0.023198651;3;0.057142857;0;0;
;10;0;2726;6;111;0;26;0.023198651;1;0;0;1;
2;1;1;2652;0;20;0.769230769;35;0.023198651;1;0.833333333;0;0;
0;1;0;4717;0;6;0;7;0.023198651;;0;0;0;
;;;537;0;10;0;0;0.023198651;;0;;0;
1;2;1;3149;0;100;0;14;0.020120724;4;0;0;0;
;1;1;4651;0;22;0;0;0.023198651;;;0;0;
0.055555556;0;2;915;0;12;0.055555556;13;0.023198651;5;0;0;0;
;2;1;3587;0;40;0;0;0.023198651;3;0;0;0;
0;0;1;2830;1;67;0;53;0.023198651;;0;0;1;
;0;0;2562;0;1;;0;0.031356486;;;0;0;
;;;1762;0;12;0;0;0.023198651;;;;0;
;1;0;1850;1;5;;0;0.031356486;;;0;0;
0;0;1;987;0;19;0;14;0.023198651;12;0;0;0;
;1;1;266;0;7;0.125;16;0.023198651;;0.125;0;0;
9.705882353;0;1;4818;0;72;0.222222222;51;0.023198651;2;0.222222222;0;0;
;0;0;1876;0;11;;0;0.026860354;1;;0;0;
;0;0;922;1;25;0;0;0.023198651;1;0;0;1;
0.648648649;1;0;4434;0;32;1.166666667;12;0.023198651;;1.166666667;0;0;
;1;1;1244;0;15;0;0;0.023198651;2;0;0;0;
0.333333333;0;1;1149;4;16;0.333333333;8;0.023198651;2;0.448275862;0;3;
0;2;2;734;1;42;0;18;0.023198651;1;0;0;0;
;1;1;3569;0;10;;0;0.023198651;;;0;0;
;1;1;1176;0;11;0.545454545;0;0.023198651;4;;0;0;
0.84375;4;0;1244;33;25;0.964285714;43;0.023198651;;0;0;16;
;0;1;840;3;17;0.055555556;0;0.023198651;1;0;0;0;
;0;0;1847;3;7;;0;0.031356486;;;0;3;
;0;1;573;0;10;0;0;0.023198651;8;0;0;0;
;2;0;802;15;12;0;0;0.023198651;1;0;0;9;
;;;840;0;12;0;0;0.023198651;;;;0;
0.085714286;0;1;1914;0;34;0;43;0.020120724;;0;0;0;
;0;0;2984;0;18;;0;0.026860354;;;0;0;
4.666666667;8;1;1574;5;31;0;49;0.023198651;;0;0;9;
;3;1;1390;0;12;0;0;0.023198651;11;0;0;0;
;0;0;2730;0;12;23.58823529;0;0.023198651;;;2;0;
;0;0;118;0;2;0;10;0.031356486;;0;0;0;
0.185185185;2;1;1882;4;26;0;6;0.031356486;;0;0;1;
9.75;1;2;4147;1;63;0.051282051;26;0.020120724;;0;0;0;
0.089552239;0;1;4117;5;51;0.113207547;57;0.023198651;;0.041666667;0;2;
;;;4389;0;11;;0;0.023198651;;;;0;
0;2;1;5626;2;24;0;11;0.020120724;1;0;0;2;
;1;1;917;1;23;0;0;0.023198651;6;;0;0;
;2;1;4546;0;38;0.166666667;2;0.031356486;;0.294117647;0;0;
;0;0;371;0;10;0;14;0.023198651;;0;0;0;
;;;3693;1;66;1.954545455;0;0.023198651;;;;0;
;2;1;5531;1;55;;0;0.023198651;;;0;1;
;0;1;238;1;7;0;9;0.023198651;;0;0;0;
;0;0;617;0;10;0;0;0.023198651;;0;0;0;
0.013513514;0;1;3473;1;74;0;50;0.023198651;;0;0;1;
0;1;1;4324;0;27;0;3;0.023198651;;0;0;0;
0;0;1;1501;5;39;0;24;0.023198651;6;0;0;4;
;0;0;1235;1;14;0;0;0.023198651;;;0;1;
0.047619048;0;1;2246;2;21;0;17;0.023198651;;0;0;6;
;4;1;483;0;10;0;0;0.031356486;;0;0;0;
0.270833333;0;1;2953;1;41;0;58;0.023198651;1;0;0;0;
0;1;2;909;3;20;0;25;0.023198651;2;0;0;2;
;4;1;5755;0;53;0;0;0.023198651;;0;0;0;
;0;0;736;0;12;0;0;0.023198651;;0;0;0;
;0;1;5385;0;31;1.5;0;0.023198651;;0;0;0;
;1;0;4058;1;44;;0;0.023198651;6;;0;0;
;2;1;4823;0;21;0;0;0.023198651;;0;0;0;
0;0;2;1787;0;72;0;14;0.023198651;1;0;0;1;
;;;4887;0;5;;0;0.026860354;;;;0;
;2;0;1381;0;28;0.04;0;0.023198651;;;0;0;
;0;1;3259;0;53;0;0;0.020120724;;;0;0;
;0;1;2047;0;7;;0;0.023198651;;;0;0;
1.2;1;1;3381;1;27;1.5;12;0.023198651;;1.5;0;0;
;1;0;5607;0;21;;0;0.023198651;;;0;0;
0;0;1;747;0;23;0;1;0.023198651;;0;0;0;
;1;1;5598;1;89;0;0;0.023198651;;0;0;1;
0;0;1;848;0;23;0;49;0.023198651;1;0;0;0;
;0;1;464;0;14;0;6;0.026860354;;0;0;0;
;1;0;2322;0;12;;0;0.031356486;;;0;0;
0.133333333;1;1;2578;6;90;0.075;3;0.023198651;;0;0;6;
;1;0;1717;1;4;;0;0.023198651;;;0;0;
;1;1;3725;0;27;0;0;0.023198651;1;;0;0;
;;;5053;4;56;0;0;0.023198651;;0;;2;
;1;1;1380;0;22;0;0;0.026860354;;0;0;0;
;1;0;1702;0;9;;0;0.023198651;;;0;0;
;0;0;3536;0;22;;0;0.031356486;2;;0;0;
0.234375;0;1;3878;1;58;0;9;0.031356486;;0;0;1;
8;1;0;3538;10;76;0.970588235;37;0.020120724;;2.5;0;5;
;;;3089;3;5;;0;0.031356486;;;;10;
;0;0;2319;1;20;0.5;0;0.023198651;;;0;0;
;;;4971;0;15;;0;0.023198651;;;;0;
;1;0;1783;0;4;;0;0.023198651;;;0;0;
;;;852;0;6;0;0;0.023198651;5;;;0;
;0;0;906;7;48;3.38961039;46;0.031356486;;3.913043478;0;14;
0;0;1;1301;4;20;0;70;0.020120724;;0;0;4;
;1;1;5385;5;60;0.333333333;0;0.031356486;2;0.142857143;0;5;
0;2;1;5600;0;55;0;52;0.020120724;2;0;0;0;
;0;1;2853;1;22;;0;0.023198651;;;0;1;
0;4;1;5609;0;66;0;9;0.023198651;;0;0;0;
0;1;1;1849;0;20;0;10;0.023198651;;0;0;0;
;2;1;1001;0;15;0;0;0.023198651;1;;0;0;
8.377358491;0;0;4942;2;27;23.8125;21;0.020120724;;29.41666667;0;1;
;0;1;2556;2;16;;0;0.023198651;;;0;2;
;6;1;4644;0;93;0;0;0.023198651;1;0;0;0;
;;;1525;0;6;;0;0.026860354;;;;0;
0;1;2;1931;0;41;0;48;0.023198651;3;0;0;0;
;0;1;310;0;9;0;3;0.023198651;;0;0;0;
1;3;1;3105;1;55;0.046511628;5;0.023198651;1;0.095238095;0;0;
;1;1;1587;4;42;0.027777778;0;0.031356486;;0;0;5;
0;0;2;474;0;23;0;27;0.023198651;;0;0;0;
;0;1;124;1;3;0;21;0.023198651;;0;0;1;
0;1;1;2838;2;34;0;51;0.023198651;2;0;0;3;
0.162162162;4;1;5986;0;66;0;9;0.023198651;;0;0;0;
1.888888889;3;1;5629;14;210;0;137;0.023198651;3;0;0;27;
;1;1;5563;0;98;0.428571429;0;0.023198651;;;0;0;
;0;1;955;3;3;0;0;0.023198651;;;0;2;
;0;1;182;1;5;0;7;0.031356486;;0;0;1;
1.5;0;0;803;1;23;0.125;0;0.023198651;;0.272727273;0;0;
;2;1;2949;0;33;;0;0.020120724;;;0;0;
;0;0;1943;0;6;;0;0.031356486;;;0;0;
;0;0;4384;0;8;;0;0.031356486;;;0;0;
;1;0;4156;0;17;;0;0.026860354;;;0;0;
0.240740741;2;1;4301;0;128;0.030769231;9;0.031356486;5;0;0;0;
;0;1;755;0;10;0;0;0.023198651;9;;0;0;
;1;1;615;0;7;0;0;0.023198651;;0;0;0;
0;0;1;2831;2;11;0;0;0.023198651;1;0;0;1;
0;1;1;1587;6;32;0;0;0.031356486;1;0;0;5;
;2;1;5890;0;41;0;0;0.023198651;1;;0;0;
0.075;2;1;3066;3;39;0;100;0.023198651;;0;0;1;
;;;3579;0;10;;0;0.031356486;;;;0;
0.125;0;1;1210;3;39;0;46;0.020120724;7;0;0;2;
0.375;3;1;6229;0;88;0;35;0.020120724;3;0;0;0;
;0;0;1587;0;10;;0;0.023198651;;;0;0;
;1;1;3453;0;52;0;6;0.031356486;2;0;0;0;
;;;5520;1;12;0;0;0.023198651;;;;0;
;0;0;5158;0;10;;0;0.023198651;;;0;0;
;;;5186;0;8;;0;0.023198651;;;;0;
;0;1;4514;0;29;0;0;0.023198651;;0;0;0;
3.25;0;1;4306;0;142;0;35;0.023198651;;0;0;0;
;1;1;4902;0;115;0.047619048;0;0.023198651;;;0;0;
0.048780488;0;1;3092;0;33;0.038461538;64;0.023198651;2;0;0;0;
;0;1;3106;0;9;0;0;0.023198651;1;0;0;0;
;0;1;448;1;12;0;0;0.023198651;;0;0;1;
;0;0;5249;0;10;;0;0.023198651;;;0;0;
0.006756757;1;1;5199;2;87;0;12;0.020120724;;0;0;1;
0;0;1;420;0;14;0;58;0.023198651;;0;0;0;
5.888888889;2;1;3774;3;77;0.171428571;86;0.023198651;2;0.129032258;0;0;
;1;1;4222;0;144;0.063829787;0;0.020120724;;0;0;0;
0.023809524;0;1;5106;0;41;0;52;0.023198651;;0;0;0;
;1;0;756;0;6;0;0;0.023198651;;;0;0;
;2;0;;0;0;0;0;0.023198651;;0;0;0;
0.055555556;1;2;1168;0;18;0;50;0.023198651;1;0;0;0;
0.9375;0;1;518;1;9;0.9375;20;0.023198651;2;0.916666667;0;1;
;1;0;3930;0;14;;0;0.026860354;;;0;0;
0;0;2;1858;0;29;0;40;0.020120724;12;0;0;0;
0;2;1;5394;5;132;0;27;0.020120724;47;0;0;3;
0;0;1;1572;0;51;0;48;0.020120724;;0;0;0;
;4;1;3186;0;69;0;0;0.020120724;5;;0;0;
;0;1;159;0;1;0;0;0.023198651;;0;0;1;
;0;0;200;0;4;0;6;0.023198651;1;0;0;0;
;0;1;1700;0;28;0;0;0.023198651;1;0;0;0;
;1;0;2945;0;20;0.321428571;0;0.023198651;;0.142857143;0;0;
0;1;1;4501;7;17;0;11;0.023198651;1;0;0;7;
1.666666667;3;2;4557;1;96;0;48;0.023198651;2;0;0;0;
;2;1;3542;1;42;0;7;0.023198651;1;0;0;1;
0;4;0;5973;1;62;0;7;0.023198651;;0;0;1;
;0;1;49;1;1;0;0;0.023198651;;0;0;1;
;1;1;4177;0;55;;0;0.031356486;;;0;0;
0;3;2;3584;0;50;0;9;0.031356486;;0;0;0;
;;;1214;0;9;0;0;0.023198651;;;;0;
;1;2;4711;0;43;0;0;0.023198651;;0;0;0;
0;0;1;265;0;8;0;7;0.023198651;;0;0;0;
0;16;0;4345;2;54;0;0;0.023198651;3;0;0;1;
;;;1533;0;7;;0;0.031356486;;;;0;
0;4;0;2229;45;48;0;40;0.023198651;6;0;0;29;
4.333333333;2;2;4419;0;50;0;9;0.023198651;3;0;0;0;
;0;0;1163;1;9;0.1;0;0.023198651;;;0;0;
0;0;0;909;3;67;0;38;0.023198651;;0;0;1;
2.75;2;1;2818;2;92;0.239130435;49;0.023198651;;0.384615385;0;1;
;0;1;3151;1;6;0;0;0.023198651;;;0;0;
6.125;0;1;1786;1;59;0.79245283;4;0.023198651;;1.666666667;0;0;
0;0;1;653;0;10;0;0;0.023198651;;0;0;0;
;0;1;151;0;4;0;6;0.023198651;;0;0;2;
;2;1;4305;0;28;;0;0.023198651;;;0;0;
14.54929577;1;0;4551;0;28;18.32727273;3;0.020120724;1;11.81818182;2;0;
0.3;2;1;5464;0;29;0;27;0.023198651;;0;0;0;
0;0;0;1792;0;85;0;66;0.020120724;1;0;0;0;
;2;1;900;0;8;0;19;0.023198651;;0;0;1;
;0;0;5685;0;36;;0;0.023198651;;;0;0;
;1;0;3123;0;10;0;0;0.023198651;;;0;0;
1;0;1;2816;0;38;0;9;0.023198651;;0;0;0;
0;1;1;4675;0;24;0;6;0.023198651;;0;0;0;
;0;1;448;0;14;0;10;0.023198651;4;0;0;0;
;4;1;3906;0;46;1.090909091;0;0.023198651;2;;0;0;
1.427083333;1;1;4012;1;65;0;0;0.023198651;15;0;0;0;
0.71875;1;1;2823;2;41;1.205128205;49;0.023198651;;2.615384615;0;1;
0.008196721;3;1;3533;1;99;0;0;0.023198651;;0;0;0;
;1;0;537;2;28;0;20;0.031356486;2;0;0;4;
;0;0;3688;1;3;;0;0.031356486;;;0;0;
;4;1;5384;1;63;;0;0.023198651;;;0;0;
;2;1;1389;0;13;0;8;0.023198651;;0;0;0;
;0;0;2220;0;4;;0;0.031356486;;;0;0;
;1;1;5153;0;83;;0;0.023198651;;;0;0;
25.33333333;2;1;5791;0;31;0.04;25;0.023198651;;0;0;0;
;1;0;5683;0;10;;0;0.023198651;;;0;0;
0.25;1;1;1754;0;10;0.076923077;0;0.023198651;;0.333333333;0;0;
0.06557377;0;1;3216;6;116;0.037735849;107;0.023198651;1;0.076923077;0;4;
82.33333333;1;1;2475;0;9;0;17;0.023198651;;0;1;0;
;0;0;150;4;4;0;8;0.023198651;;0;0;5;
;6;2;1515;0;22;0;0;0.023198651;1;0;0;0;
;0;1;904;2;43;0.089552239;143;0.023198651;;0.181818182;0;3;
;2;1;1760;0;18;0.166666667;0;0.020120724;;;0;0;
0;1;1;3946;0;45;0;8;0.023198651;2;0;0;0;
2.444444444;0;1;2416;2;45;0.244444444;67;0.023198651;1;0;0;1;
0.038461538;10;2;3159;1;51;0.060606061;18;0.023198651;;0.111111111;0;5;
;0;0;303;0;9;0;1;0.023198651;3;0;0;0;
;1;1;2429;0;53;0;0;0.023198651;;0;0;0;
7.166666667;0;2;3540;0;60;0.2;42;0.020120724;;0.5;0;0;
;1;1;1336;2;22;0;0;0.023198651;;;0;0;
;;;4655;0;2;;0;0.031356486;;;;0;
;1;0;4803;0;38;;24;0.031356486;;;0;0;
;;;4486;1;12;;0;0.026860354;;;;2;
0;2;1;1312;0;24;0;52;0.023198651;;0;0;0;
;0;1;345;0;10;0;0;0.023198651;8;0;0;0;
;0;1;5649;0;52;0;0;0.026860354;;;0;0;
;1;1;5839;0;50;0.235294118;0;0.020120724;3;0;0;0;
;;;3896;0;1;;0;0.031356486;;;;0;
;0;0;4467;0;6;0;10;0.023198651;;0;0;0;
0.071428571;1;1;3573;4;89;0;7;0.023198651;1;0;0;2;
;1;0;5723;2;25;;0;0.026860354;;;0;0;
0.330769231;5;1;4520;2;117;0.264705882;47;0.023198651;1;0;0;0;
0.08;3;1;2661;1;48;0.068181818;72;0.023198651;1;0;0;0;
0.222222222;1;0;589;2;15;0.222222222;6;0.023198651;;0.166666667;0;0;
0;0;1;5682;0;24;0;10;0.023198651;4;0;0;0;
;1;1;3053;0;42;0;0;0.023198651;;0;0;0;
;;;5584;0;18;0;0;0.023198651;;;;0;
5.666666667;1;0;1340;2;27;1.413793103;0;0.031356486;;2;0;1;
;1;1;1686;1;21;0;8;0.023198651;2;0;0;0;
0;0;1;1623;0;45;0;32;0.023198651;;0;0;0;
;;;596;2;17;0;0;0.023198651;;0;;0;
;0;1;1346;0;29;0;0;0.020120724;4;;0;0;
;0;0;2249;0;18;0;0;0.031356486;;;0;0;
0.5;0;1;2031;1;67;0.019230769;68;0.020120724;;0;0;0;
;1;1;1500;0;23;0;0;0.023198651;;;0;0;
;0;1;4119;1;18;;0;0.031356486;;;0;0;
;;;4186;0;6;;0;0.031356486;;;;0;
0.481865285;2;0;4143;10;82;0.032786885;0;0.020120724;1;0.055555556;0;7;
0.136690647;0;2;2754;5;70;0;53;0.023198651;1;0;0;0;
;0;0;2016;0;2;;0;0.031356486;1;;0;0;
0;0;2;777;1;36;0;144;0.023198651;2;0;0;0;
;1;1;623;0;1;0;0;0.023198651;;;0;0;
;;;678;0;5;0;0;0.023198651;2;;;0;
;1;1;1976;1;25;0;0;0.023198651;;0;0;0;
0;4;1;2085;2;46;0;0;0.023198651;;0;0;0;
;1;1;2457;0;15;0;0;0.020120724;;0;0;0;
;;;3039;1;18;0;0;0.026860354;;;;3;
;0;1;792;1;5;0;0;0.023198651;;;0;0;
;3;1;1809;1;56;0.078947368;0;0.023198651;7;0;0;0;
;0;0;2456;1;45;0;0;0.020120724;1;;0;1;
;0;1;910;0;15;0;0;0.020120724;1;;0;0;
0;0;1;1111;0;23;0;0;0.023198651;13;0;0;0;
;2;0;4928;0;20;;0;0.023198651;;;0;0;
;0;0;684;0;12;0;0;0.023198651;;0;0;0;
0;1;1;4004;0;65;0;12;0.023198651;5;0;0;0;
0;1;1;3877;2;25;0;5;0.023198651;;0;0;1;
;0;1;2519;3;12;0;0;0.023198651;;0;0;3;
;1;3;5824;1;45;;0;0.031356486;;;0;0;
;;;4865;0;25;;0;0.023198651;1;;;0;
;1;1;4217;0;44;0;10;0.031356486;;0;0;0;
;2;1;1356;0;36;0.052631579;17;0.026860354;5;0.111111111;0;0;
;1;1;1818;0;14;0.125;0;0.031356486;;;0;0;
;2;1;4946;1;27;0.222222222;0;0.023198651;;0.4;0;0;
1;0;1;4364;0;39;0;44;0.023198651;;0;0;0;
;0;1;511;1;10;0.454545455;0;0.023198651;;0.714285714;0;1;
0.285714286;0;1;2011;0;7;0;0;0.023198651;;0;0;0;
;0;0;779;1;2;3.6;0;0.023198651;;5.5;0;1;
17.7;0;1;5030;3;35;0.037037037;15;0.023198651;1;0;0;3;
;1;0;1746;0;11;0;0;0.023198651;1;;0;0;
;;;1618;0;16;0;0;0.023198651;3;0;;0;
;0;0;4527;0;24;;0;0.031356486;;;0;0;
;1;0;1836;0;36;0.894736842;0;0.023198651;4;;0;0;
3.333333333;0;0;1666;0;19;0.695652174;1;0.023198651;;0.25;0;0;
0;4;1;3839;3;121;0;25;0.023198651;35;0;0;2;
0.092198582;0;1;4731;1;75;0;41;0.020120724;3;0;0;1;
3.166666667;0;2;2962;4;103;0;28;0.020120724;;0;0;1;
;0;1;1329;0;22;0;0;0.023198651;1;;0;0;
0.5;0;0;3581;14;21;0;50;0.023198651;;0;0;12;
;0;0;283;0;8;0;2;0.023198651;;0;0;0;
;0;1;272;0;8;0;2;0.023198651;;0;0;0;
2.833333333;2;1;3382;0;70;0.564102564;0;0.020120724;1;0;0;0;
